Protein Type	Protein Names	File Name	Accession ID	Hit Number	Hit ID	Hit Length	Species	Query Definition	Hsp Bit Score	Hsp Score	Hsp E-value	Identity	Positives	Gaps	Hsp Qseq	Hsp Hseq	Database
Structural	Collagen	Q02388_blastp_results.txt	Q02388	10	KAJ9055778.1	2342	Entomophthora muscae	>KAJ9055778.1 hypothetical protein DSO57_1000636 [Entomophthora muscae]	N/A	153	2.00E-33	36.64	273/625	60/625	Query	Subject	Fungal
Structural	Collagen	Q02388_blastp_results.txt	Q02388	10	KAJ9055778.1	2342	Entomophthora muscae	>KAJ9055778.1 hypothetical protein DSO57_1000636 [Entomophthora muscae]	N/A	108	9.00E-20	31	299/758	66/758	Query	Subject	Fungal
Structural	Collagen	Q02388_blastp_results.txt	Q02388	11	KAK7215690.1	771	Clonostachys chloroleuca	>KAK7215690.1 hypothetical protein V2G26_003693 [Clonostachys chloroleuca]	N/A	215	2.00E-54	45.63	271/504	26/504	Query	Subject	Fungal
Structural	Collagen	Q02388_blastp_results.txt	Q02388	11	KAK7215690.1	771	Clonostachys chloroleuca	>KAK7215690.1 hypothetical protein V2G26_003693 [Clonostachys chloroleuca]	N/A	195	8.00E-48	42.67	268/539	53/539	Query	Subject	Fungal
Structural	Collagen	Q02388_blastp_results.txt	Q02388	11	KAK7215690.1	771	Clonostachys chloroleuca	>KAK7215690.1 hypothetical protein V2G26_003693 [Clonostachys chloroleuca]	N/A	187	5.00E-45	40.67	282/563	74/563	Query	Subject	Fungal
Structural	Collagen	Q02388_blastp_results.txt	Q02388	11	KAK7215690.1	771	Clonostachys chloroleuca	>KAK7215690.1 hypothetical protein V2G26_003693 [Clonostachys chloroleuca]	N/A	185	1.00E-44	41.16	278/588	104/588	Query	Subject	Fungal
Structural	Collagen	Q02388_blastp_results.txt	Q02388	11	KAK7215690.1	771	Clonostachys chloroleuca	>KAK7215690.1 hypothetical protein V2G26_003693 [Clonostachys chloroleuca]	N/A	184	4.00E-44	41.98	263/536	63/536	Query	Subject	Fungal
Structural	Collagen	Q02388_blastp_results.txt	Q02388	11	KAK7215690.1	771	Clonostachys chloroleuca	>KAK7215690.1 hypothetical protein V2G26_003693 [Clonostachys chloroleuca]	N/A	180	7.00E-43	41.37	260/527	52/527	Query	Subject	Fungal
Structural	Collagen	Q02388_blastp_results.txt	Q02388	11	KAK7215690.1	771	Clonostachys chloroleuca	>KAK7215690.1 hypothetical protein V2G26_003693 [Clonostachys chloroleuca]	N/A	177	4.00E-42	40.07	263/554	75/554	Query	Subject	Fungal
Structural	Collagen	Q02388_blastp_results.txt	Q02388	11	KAK7215690.1	771	Clonostachys chloroleuca	>KAK7215690.1 hypothetical protein V2G26_003693 [Clonostachys chloroleuca]	N/A	169	2.00E-39	40.48	261/546	62/546	Query	Subject	Fungal
Structural	Collagen	Q02388_blastp_results.txt	Q02388	11	KAK7215690.1	771	Clonostachys chloroleuca	>KAK7215690.1 hypothetical protein V2G26_003693 [Clonostachys chloroleuca]	N/A	164	6.00E-38	42.96	264/533	40/533	Query	Subject	Fungal
Structural	Collagen	Q02388_blastp_results.txt	Q02388	11	KAK7215690.1	771	Clonostachys chloroleuca	>KAK7215690.1 hypothetical protein V2G26_003693 [Clonostachys chloroleuca]	N/A	154	2.00E-34	41.63	246/502	53/502	Query	Subject	Fungal
Structural	Collagen	Q02388_blastp_results.txt	Q02388	11	KAK7215690.1	771	Clonostachys chloroleuca	>KAK7215690.1 hypothetical protein V2G26_003693 [Clonostachys chloroleuca]	N/A	119	2.00E-23	42.22	186/379	45/379	Query	Subject	Fungal
Structural	Collagen	Q02388_blastp_results.txt	Q02388	11	KAK7215690.1	771	Clonostachys chloroleuca	>KAK7215690.1 hypothetical protein V2G26_003693 [Clonostachys chloroleuca]	N/A	110	6.00E-21	41.76	139/273	23/273	Query	Subject	Fungal
Structural	Collagen	Q02388_blastp_results.txt	Q02388	12	KAK5129577.1	810	Meristemomyces frigidus	>KAK5129577.1 hypothetical protein LTR08_003042 [Meristemomyces frigidus]	N/A	213	1.00E-53	39.05	210/443	24/443	Query	Subject	Fungal
Structural	Collagen	Q02388_blastp_results.txt	Q02388	12	KAK5129577.1	810	Meristemomyces frigidus	>KAK5129577.1 hypothetical protein LTR08_003042 [Meristemomyces frigidus]	N/A	211	1.00E-52	39.74	212/463	39/463	Query	Subject	Fungal
Structural	Collagen	Q02388_blastp_results.txt	Q02388	12	KAK5129577.1	810	Meristemomyces frigidus	>KAK5129577.1 hypothetical protein LTR08_003042 [Meristemomyces frigidus]	N/A	207	1.00E-51	40.32	200/439	21/439	Query	Subject	Fungal
Structural	Collagen	Q02388_blastp_results.txt	Q02388	12	KAK5129577.1	810	Meristemomyces frigidus	>KAK5129577.1 hypothetical protein LTR08_003042 [Meristemomyces frigidus]	N/A	201	2.00E-49	37.82	196/468	41/468	Query	Subject	Fungal
Structural	Collagen	Q02388_blastp_results.txt	Q02388	12	KAK5129577.1	810	Meristemomyces frigidus	>KAK5129577.1 hypothetical protein LTR08_003042 [Meristemomyces frigidus]	N/A	200	3.00E-49	39.86	204/444	29/444	Query	Subject	Fungal
Structural	Collagen	Q02388_blastp_results.txt	Q02388	12	KAK5129577.1	810	Meristemomyces frigidus	>KAK5129577.1 hypothetical protein LTR08_003042 [Meristemomyces frigidus]	N/A	199	9.00E-49	37.06	189/456	37/456	Query	Subject	Fungal
Structural	Collagen	Q02388_blastp_results.txt	Q02388	12	KAK5129577.1	810	Meristemomyces frigidus	>KAK5129577.1 hypothetical protein LTR08_003042 [Meristemomyces frigidus]	N/A	197	4.00E-48	35.6	201/486	64/486	Query	Subject	Fungal
Structural	Collagen	Q02388_blastp_results.txt	Q02388	12	KAK5129577.1	810	Meristemomyces frigidus	>KAK5129577.1 hypothetical protein LTR08_003042 [Meristemomyces frigidus]	N/A	195	1.00E-47	35.95	199/484	62/484	Query	Subject	Fungal
Structural	Collagen	Q02388_blastp_results.txt	Q02388	12	KAK5129577.1	810	Meristemomyces frigidus	>KAK5129577.1 hypothetical protein LTR08_003042 [Meristemomyces frigidus]	N/A	195	1.00E-47	33.63	232/565	52/565	Query	Subject	Fungal
Structural	Collagen	Q02388_blastp_results.txt	Q02388	12	KAK5129577.1	810	Meristemomyces frigidus	>KAK5129577.1 hypothetical protein LTR08_003042 [Meristemomyces frigidus]	N/A	193	7.00E-47	37.56	196/442	28/442	Query	Subject	Fungal
Structural	Collagen	Q02388_blastp_results.txt	Q02388	12	KAK5129577.1	810	Meristemomyces frigidus	>KAK5129577.1 hypothetical protein LTR08_003042 [Meristemomyces frigidus]	N/A	192	1.00E-46	39.19	170/393	9/393	Query	Subject	Fungal
Structural	Collagen	Q02388_blastp_results.txt	Q02388	12	KAK5129577.1	810	Meristemomyces frigidus	>KAK5129577.1 hypothetical protein LTR08_003042 [Meristemomyces frigidus]	N/A	190	7.00E-46	35.15	206/515	89/515	Query	Subject	Fungal
Structural	Collagen	Q02388_blastp_results.txt	Q02388	12	KAK5129577.1	810	Meristemomyces frigidus	>KAK5129577.1 hypothetical protein LTR08_003042 [Meristemomyces frigidus]	N/A	187	6.00E-45	37.39	198/468	57/468	Query	Subject	Fungal
Structural	Collagen	Q02388_blastp_results.txt	Q02388	12	KAK5129577.1	810	Meristemomyces frigidus	>KAK5129577.1 hypothetical protein LTR08_003042 [Meristemomyces frigidus]	N/A	186	1.00E-44	35.88	196/485	49/485	Query	Subject	Fungal
Structural	Collagen	Q02388_blastp_results.txt	Q02388	12	KAK5129577.1	810	Meristemomyces frigidus	>KAK5129577.1 hypothetical protein LTR08_003042 [Meristemomyces frigidus]	N/A	183	8.00E-44	37.08	190/445	31/445	Query	Subject	Fungal
Structural	Collagen	Q02388_blastp_results.txt	Q02388	12	KAK5129577.1	810	Meristemomyces frigidus	>KAK5129577.1 hypothetical protein LTR08_003042 [Meristemomyces frigidus]	N/A	179	2.00E-42	35.29	189/476	53/476	Query	Subject	Fungal
Structural	Collagen	Q02388_blastp_results.txt	Q02388	12	KAK5129577.1	810	Meristemomyces frigidus	>KAK5129577.1 hypothetical protein LTR08_003042 [Meristemomyces frigidus]	N/A	167	9.00E-39	36.94	165/379	25/379	Query	Subject	Fungal
Structural	Collagen	Q02388_blastp_results.txt	Q02388	13	CAI6097207.1	771	Clonostachys chloroleuca	>CAI6097207.1 unnamed protein product [Clonostachys chloroleuca]	N/A	212	2.00E-53	46.14	274/505	35/505	Query	Subject	Fungal
Structural	Collagen	Q02388_blastp_results.txt	Q02388	13	CAI6097207.1	771	Clonostachys chloroleuca	>CAI6097207.1 unnamed protein product [Clonostachys chloroleuca]	N/A	194	2.00E-47	42.44	280/549	59/549	Query	Subject	Fungal
Structural	Collagen	Q02388_blastp_results.txt	Q02388	13	CAI6097207.1	771	Clonostachys chloroleuca	>CAI6097207.1 unnamed protein product [Clonostachys chloroleuca]	N/A	192	6.00E-47	41.99	266/543	65/543	Query	Subject	Fungal
Structural	Collagen	Q02388_blastp_results.txt	Q02388	13	CAI6097207.1	771	Clonostachys chloroleuca	>CAI6097207.1 unnamed protein product [Clonostachys chloroleuca]	N/A	186	5.00E-45	41.81	260/531	59/531	Query	Subject	Fungal
Structural	Collagen	Q02388_blastp_results.txt	Q02388	13	CAI6097207.1	771	Clonostachys chloroleuca	>CAI6097207.1 unnamed protein product [Clonostachys chloroleuca]	N/A	183	6.00E-44	41.45	273/579	98/579	Query	Subject	Fungal
Structural	Collagen	Q02388_blastp_results.txt	Q02388	13	CAI6097207.1	771	Clonostachys chloroleuca	>CAI6097207.1 unnamed protein product [Clonostachys chloroleuca]	N/A	182	1.00E-43	41.65	256/521	56/521	Query	Subject	Fungal
Structural	Collagen	Q02388_blastp_results.txt	Q02388	13	CAI6097207.1	771	Clonostachys chloroleuca	>CAI6097207.1 unnamed protein product [Clonostachys chloroleuca]	N/A	175	3.00E-41	39.82	264/560	86/560	Query	Subject	Fungal
Structural	Collagen	Q02388_blastp_results.txt	Q02388	13	CAI6097207.1	771	Clonostachys chloroleuca	>CAI6097207.1 unnamed protein product [Clonostachys chloroleuca]	N/A	171	5.00E-40	41.61	269/548	77/548	Query	Subject	Fungal
Structural	Collagen	Q02388_blastp_results.txt	Q02388	13	CAI6097207.1	771	Clonostachys chloroleuca	>CAI6097207.1 unnamed protein product [Clonostachys chloroleuca]	N/A	165	4.00E-38	41.77	227/462	44/462	Query	Subject	Fungal
Structural	Collagen	Q02388_blastp_results.txt	Q02388	13	CAI6097207.1	771	Clonostachys chloroleuca	>CAI6097207.1 unnamed protein product [Clonostachys chloroleuca]	N/A	162	3.00E-37	42.11	264/532	36/532	Query	Subject	Fungal
Structural	Collagen	Q02388_blastp_results.txt	Q02388	13	CAI6097207.1	771	Clonostachys chloroleuca	>CAI6097207.1 unnamed protein product [Clonostachys chloroleuca]	N/A	162	3.00E-37	40.34	251/523	74/523	Query	Subject	Fungal
Structural	Collagen	Q02388_blastp_results.txt	Q02388	13	CAI6097207.1	771	Clonostachys chloroleuca	>CAI6097207.1 unnamed protein product [Clonostachys chloroleuca]	N/A	160	1.00E-36	41.4	208/401	31/401	Query	Subject	Fungal
Structural	Collagen	Q02388_blastp_results.txt	Q02388	13	CAI6097207.1	771	Clonostachys chloroleuca	>CAI6097207.1 unnamed protein product [Clonostachys chloroleuca]	N/A	154	2.00E-34	41.72	242/489	53/489	Query	Subject	Fungal
Structural	Collagen	Q02388_blastp_results.txt	Q02388	13	CAI6097207.1	771	Clonostachys chloroleuca	>CAI6097207.1 unnamed protein product [Clonostachys chloroleuca]	N/A	108	4.00E-20	42.12	140/273	23/273	Query	Subject	Fungal
Structural	Collagen	Q02388_blastp_results.txt	Q02388	14	KAF3075690.1	1201	Trichoderma lentiforme	>KAF3075690.1 Collagen alpha-1 [Trichoderma lentiforme]	N/A	215	1.00E-52	42.27	325/653	102/653	Query	Subject	Fungal
Structural	Collagen	Q02388_blastp_results.txt	Q02388	14	KAF3075690.1	1201	Trichoderma lentiforme	>KAF3075690.1 Collagen alpha-1 [Trichoderma lentiforme]	N/A	210	2.00E-51	43.85	290/577	72/577	Query	Subject	Fungal
Structural	Collagen	Q02388_blastp_results.txt	Q02388	14	KAF3075690.1	1201	Trichoderma lentiforme	>KAF3075690.1 Collagen alpha-1 [Trichoderma lentiforme]	N/A	193	6.00E-46	41.81	284/562	59/562	Query	Subject	Fungal
Structural	Collagen	Q02388_blastp_results.txt	Q02388	14	KAF3075690.1	1201	Trichoderma lentiforme	>KAF3075690.1 Collagen alpha-1 [Trichoderma lentiforme]	N/A	192	1.00E-45	42.4	293/599	79/599	Query	Subject	Fungal
Structural	Collagen	Q02388_blastp_results.txt	Q02388	14	KAF3075690.1	1201	Trichoderma lentiforme	>KAF3075690.1 Collagen alpha-1 [Trichoderma lentiforme]	N/A	174	4.00E-40	39.02	297/615	66/615	Query	Subject	Fungal
Structural	Collagen	Q02388_blastp_results.txt	Q02388	14	KAF3075690.1	1201	Trichoderma lentiforme	>KAF3075690.1 Collagen alpha-1 [Trichoderma lentiforme]	N/A	171	4.00E-39	42.29	265/532	82/532	Query	Subject	Fungal
Structural	Collagen	Q02388_blastp_results.txt	Q02388	14	KAF3075690.1	1201	Trichoderma lentiforme	>KAF3075690.1 Collagen alpha-1 [Trichoderma lentiforme]	N/A	167	4.00E-38	41.24	270/531	39/531	Query	Subject	Fungal
Structural	Collagen	Q02388_blastp_results.txt	Q02388	14	KAF3075690.1	1201	Trichoderma lentiforme	>KAF3075690.1 Collagen alpha-1 [Trichoderma lentiforme]	N/A	167	5.00E-38	40.95	300/608	105/608	Query	Subject	Fungal
Structural	Collagen	Q02388_blastp_results.txt	Q02388	14	KAF3075690.1	1201	Trichoderma lentiforme	>KAF3075690.1 Collagen alpha-1 [Trichoderma lentiforme]	N/A	164	4.00E-37	40.27	282/591	69/591	Query	Subject	Fungal
Structural	Collagen	Q02388_blastp_results.txt	Q02388	14	KAF3075690.1	1201	Trichoderma lentiforme	>KAF3075690.1 Collagen alpha-1 [Trichoderma lentiforme]	N/A	164	4.00E-37	39.14	287/603	95/603	Query	Subject	Fungal
Structural	Collagen	Q02388_blastp_results.txt	Q02388	14	KAF3075690.1	1201	Trichoderma lentiforme	>KAF3075690.1 Collagen alpha-1 [Trichoderma lentiforme]	N/A	153	1.00E-33	40.31	269/573	58/573	Query	Subject	Fungal
Structural	Collagen	Q02388_blastp_results.txt	Q02388	15	CAG9953345.1	837	Clonostachys rosea f. rosea IK726	>CAG9953345.1 unnamed protein product [Clonostachys rosea f. rosea IK726]	N/A	205	1.00E-50	40	337/705	94/705	Query	Subject	Fungal
Structural	Collagen	Q02388_blastp_results.txt	Q02388	15	CAG9953345.1	837	Clonostachys rosea f. rosea IK726	>CAG9953345.1 unnamed protein product [Clonostachys rosea f. rosea IK726]	N/A	200	5.00E-49	40.26	330/698	94/698	Query	Subject	Fungal
Structural	Collagen	Q02388_blastp_results.txt	Q02388	15	CAG9953345.1	837	Clonostachys rosea f. rosea IK726	>CAG9953345.1 unnamed protein product [Clonostachys rosea f. rosea IK726]	N/A	194	5.00E-47	41.47	313/668	91/668	Query	Subject	Fungal
Structural	Collagen	Q02388_blastp_results.txt	Q02388	15	CAG9953345.1	837	Clonostachys rosea f. rosea IK726	>CAG9953345.1 unnamed protein product [Clonostachys rosea f. rosea IK726]	N/A	192	2.00E-46	39.14	331/718	84/718	Query	Subject	Fungal
Structural	Collagen	Q02388_blastp_results.txt	Q02388	15	CAG9953345.1	837	Clonostachys rosea f. rosea IK726	>CAG9953345.1 unnamed protein product [Clonostachys rosea f. rosea IK726]	N/A	186	2.00E-44	41.3	315/644	56/644	Query	Subject	Fungal
Structural	Collagen	Q02388_blastp_results.txt	Q02388	15	CAG9953345.1	837	Clonostachys rosea f. rosea IK726	>CAG9953345.1 unnamed protein product [Clonostachys rosea f. rosea IK726]	N/A	161	1.00E-36	38.58	322/705	117/705	Query	Subject	Fungal
Structural	Collagen	Q02388_blastp_results.txt	Q02388	15	CAG9953345.1	837	Clonostachys rosea f. rosea IK726	>CAG9953345.1 unnamed protein product [Clonostachys rosea f. rosea IK726]	N/A	150	3.00E-33	43.33	227/457	42/457	Query	Subject	Fungal
Structural	Collagen	Q02388_blastp_results.txt	Q02388	15	CAG9953345.1	837	Clonostachys rosea f. rosea IK726	>CAG9953345.1 unnamed protein product [Clonostachys rosea f. rosea IK726]	N/A	95.5	4.00E-16	39.25	175/372	46/372	Query	Subject	Fungal
Structural	Collagen	Q02388_blastp_results.txt	Q02388	16	VUC36308.1	835	Clonostachys rosea	>VUC36308.1 unnamed protein product [Clonostachys rosea]	N/A	204	2.00E-50	40.75	303/638	84/638	Query	Subject	Fungal
Structural	Collagen	Q02388_blastp_results.txt	Q02388	16	VUC36308.1	835	Clonostachys rosea	>VUC36308.1 unnamed protein product [Clonostachys rosea]	N/A	202	7.00E-50	43.3	272/545	49/545	Query	Subject	Fungal
Structural	Collagen	Q02388_blastp_results.txt	Q02388	16	VUC36308.1	835	Clonostachys rosea	>VUC36308.1 unnamed protein product [Clonostachys rosea]	N/A	199	7.00E-49	41.97	295/579	32/579	Query	Subject	Fungal
Structural	Collagen	Q02388_blastp_results.txt	Q02388	16	VUC36308.1	835	Clonostachys rosea	>VUC36308.1 unnamed protein product [Clonostachys rosea]	N/A	187	6.00E-45	43.17	297/593	40/593	Query	Subject	Fungal
Structural	Collagen	Q02388_blastp_results.txt	Q02388	16	VUC36308.1	835	Clonostachys rosea	>VUC36308.1 unnamed protein product [Clonostachys rosea]	N/A	185	2.00E-44	39.59	277/581	62/581	Query	Subject	Fungal
Structural	Collagen	Q02388_blastp_results.txt	Q02388	16	VUC36308.1	835	Clonostachys rosea	>VUC36308.1 unnamed protein product [Clonostachys rosea]	N/A	185	3.00E-44	39.61	296/611	71/611	Query	Subject	Fungal
Structural	Collagen	Q02388_blastp_results.txt	Q02388	16	VUC36308.1	835	Clonostachys rosea	>VUC36308.1 unnamed protein product [Clonostachys rosea]	N/A	179	3.00E-42	40.36	291/612	55/612	Query	Subject	Fungal
Structural	Collagen	Q02388_blastp_results.txt	Q02388	16	VUC36308.1	835	Clonostachys rosea	>VUC36308.1 unnamed protein product [Clonostachys rosea]	N/A	176	2.00E-41	39.81	300/638	58/638	Query	Subject	Fungal
Structural	Collagen	Q02388_blastp_results.txt	Q02388	16	VUC36308.1	835	Clonostachys rosea	>VUC36308.1 unnamed protein product [Clonostachys rosea]	N/A	149	9.00E-33	39.26	240/517	59/517	Query	Subject	Fungal
Structural	Collagen	Q02388_blastp_results.txt	Q02388	16	VUC36308.1	835	Clonostachys rosea	>VUC36308.1 unnamed protein product [Clonostachys rosea]	N/A	138	2.00E-29	41.99	223/443	27/443	Query	Subject	Fungal
Structural	Collagen	Q02388_blastp_results.txt	Q02388	16	VUC36308.1	835	Clonostachys rosea	>VUC36308.1 unnamed protein product [Clonostachys rosea]	N/A	64.7	1.00E-06	37.24	128/290	52/290	Query	Subject	Fungal
Structural	Collagen	Q02388_blastp_results.txt	Q02388	17	CAH0050738.1	775	Clonostachys solani	>CAH0050738.1 unnamed protein product [Clonostachys solani]	N/A	198	8.00E-49	41.58	284/582	71/582	Query	Subject	Fungal
Structural	Collagen	Q02388_blastp_results.txt	Q02388	17	CAH0050738.1	775	Clonostachys solani	>CAH0050738.1 unnamed protein product [Clonostachys solani]	N/A	194	1.00E-47	41.65	272/533	58/533	Query	Subject	Fungal
Structural	Collagen	Q02388_blastp_results.txt	Q02388	17	CAH0050738.1	775	Clonostachys solani	>CAH0050738.1 unnamed protein product [Clonostachys solani]	N/A	192	6.00E-47	43.08	263/520	48/520	Query	Subject	Fungal
Structural	Collagen	Q02388_blastp_results.txt	Q02388	17	CAH0050738.1	775	Clonostachys solani	>CAH0050738.1 unnamed protein product [Clonostachys solani]	N/A	189	8.00E-46	40.67	263/536	78/536	Query	Subject	Fungal
Structural	Collagen	Q02388_blastp_results.txt	Q02388	17	CAH0050738.1	775	Clonostachys solani	>CAH0050738.1 unnamed protein product [Clonostachys solani]	N/A	187	5.00E-45	41.75	286/570	58/570	Query	Subject	Fungal
Structural	Collagen	Q02388_blastp_results.txt	Q02388	17	CAH0050738.1	775	Clonostachys solani	>CAH0050738.1 unnamed protein product [Clonostachys solani]	N/A	185	2.00E-44	41.05	254/497	40/497	Query	Subject	Fungal
Structural	Collagen	Q02388_blastp_results.txt	Q02388	17	CAH0050738.1	775	Clonostachys solani	>CAH0050738.1 unnamed protein product [Clonostachys solani]	N/A	184	5.00E-44	40	274/580	94/580	Query	Subject	Fungal
Structural	Collagen	Q02388_blastp_results.txt	Q02388	17	CAH0050738.1	775	Clonostachys solani	>CAH0050738.1 unnamed protein product [Clonostachys solani]	N/A	179	1.00E-42	41.04	269/541	59/541	Query	Subject	Fungal
Structural	Collagen	Q02388_blastp_results.txt	Q02388	17	CAH0050738.1	775	Clonostachys solani	>CAH0050738.1 unnamed protein product [Clonostachys solani]	N/A	179	1.00E-42	38.59	273/583	95/583	Query	Subject	Fungal
Structural	Collagen	Q02388_blastp_results.txt	Q02388	17	CAH0050738.1	775	Clonostachys solani	>CAH0050738.1 unnamed protein product [Clonostachys solani]	N/A	167	7.00E-39	42.06	250/504	53/504	Query	Subject	Fungal
Structural	Collagen	Q02388_blastp_results.txt	Q02388	17	CAH0050738.1	775	Clonostachys solani	>CAH0050738.1 unnamed protein product [Clonostachys solani]	N/A	167	8.00E-39	40.67	273/568	73/568	Query	Subject	Fungal
Structural	Collagen	Q02388_blastp_results.txt	Q02388	17	CAH0050738.1	775	Clonostachys solani	>CAH0050738.1 unnamed protein product [Clonostachys solani]	N/A	160	2.00E-36	43.32	198/397	35/397	Query	Subject	Fungal
Structural	Collagen	Q02388_blastp_results.txt	Q02388	17	CAH0050738.1	775	Clonostachys solani	>CAH0050738.1 unnamed protein product [Clonostachys solani]	N/A	158	8.00E-36	40.58	255/515	46/515	Query	Subject	Fungal
Structural	Collagen	Q02388_blastp_results.txt	Q02388	17	CAH0050738.1	775	Clonostachys solani	>CAH0050738.1 unnamed protein product [Clonostachys solani]	N/A	105	3.00E-19	40.86	131/257	8/257	Query	Subject	Fungal
Structural	Collagen	Q02388_blastp_results.txt	Q02388	17	CAH0050738.1	775	Clonostachys solani	>CAH0050738.1 unnamed protein product [Clonostachys solani]	N/A	101	5.00E-18	38.91	156/311	48/311	Query	Subject	Fungal
Structural	Collagen	Q02388_blastp_results.txt	Q02388	17	CAH0050738.1	775	Clonostachys solani	>CAH0050738.1 unnamed protein product [Clonostachys solani]	N/A	95.9	3.00E-16	41.92	130/260	14/260	Query	Subject	Fungal
